certificationID,employeeID,typeID
BDGE3881427,070859781IBM,
BDGE2291577,070859781IBM,
BDGE8742921,070859781IBM,
BDGE9266545,070859781IBM,
BDGE9754945,070859781IBM,
BDGE2276197,070859781IBM,
BDGE4733686,070859781IBM,
BDGE9471755,070859781IBM,
BDGE2213859,070859781IBM,
BDGE3748382,000245781IBM,
BDGE2615366,000245781IBM,
BDGE4783264,070558781IBM,
BDGE2222785,070558781IBM,
BDGE7325333,070558781IBM,
BDGE7313954,070558781IBM,
BDGE5868132,070558781IBM,
BDGE1465896,070558781IBM,
BDGE7253232,070558781IBM,
BDGE2177772,070653781IBM,
BDGE8922214,070653781IBM,
BDGE9671598,070653781IBM,
BDGE2978813,070653781IBM,
BDGE3856384,070653781IBM,
BDGE7319124,070653781IBM,
BDGE2865497,070653781IBM,
BDGE8573232,070653781IBM,
BDGE6327638,070653781IBM,
BDGE6774255,070653781IBM,
BDGE5783571,070653781IBM,
BDGE8344924,070653781IBM,
BDGE7599845,070653781IBM,
BDGE5368469,070653781IBM,
BDGE2697728,070653781IBM,
BDGE7543925,070653781IBM,
BDGE4759572,070653781IBM,
BDGE7344577,071017781IBM,
BDGE8541855,071017781IBM,
BDGE9627792,071017781IBM,
BDGE3625127,071017781IBM,
BDGE2321564,071017781IBM,
BDGE6632526,071017781IBM,
BDGE3568627,071017781IBM,
BDGE4889331,080848781IBM,
BDGE4684929,080848781IBM,
BDGE8518673,080848781IBM,
BDGE5412154,080017781IBM,
BDGE8749734,080017781IBM,
BDGE1471918,080017781IBM,
BDGE8954573,079915781IBM,
BDGE2181791,079915781IBM,
BDGE4167176,079915781IBM,
BDGE7147574,079915781IBM,
BDGE4176591,079915781IBM,
BDGE5735333,079915781IBM,
BDGE3874873,079915781IBM,
BDGE1666842,079915781IBM,
BDGE5173622,079915781IBM,
BDGE1162729,079915781IBM,
BDGE8493462,079915781IBM,
BDGE5281848,079915781IBM,
BDGE6939178,105875781IBM,
BDGE5152324,070863781IBM,
BDGE9251215,070863781IBM,
BDGE9683653,070863781IBM,
BDGE7986227,067822781IBM,
BDGE7722253,067822781IBM,
BDGE4794568,067822781IBM,
BDGE7284567,067822781IBM,
BDGE3719419,067822781IBM,
BDGE8895479,067822781IBM,
BDGE5257656,067822781IBM,
BDGE1819598,067822781IBM,
BDGE7979321,067822781IBM,
BDGE9615832,067822781IBM,
BDGE2129789,067822781IBM,
BDGE4983611,067822781IBM,
BDGE7666448,067822781IBM,
BDGE4731371,067822781IBM,
BDGE6448286,067822781IBM,
BDGE2927962,067822781IBM,
BDGE7467998,067822781IBM,
BDGE5626546,067822781IBM,
BDGE6861326,067822781IBM,
BDGE4884671,001829781IBM,
BDGE6467336,107878781IBM,
BDGE2867329,107878781IBM,
BDGE9182226,107878781IBM,
BDGE9424157,107878781IBM,
BDGE9374262,107878781IBM,
BDGE2399245,107878781IBM,
BDGE4659288,07856A781IBM,
BDGE6441261,07856A781IBM,
BDGE4118489,07856A781IBM,
BDGE9537179,07856A781IBM,
BDGE4885539,07856A781IBM,
BDGE6554985,07856A781IBM,
BDGE8276513,000334781IBM,
BDGE4619344,000334781IBM,
BDGE9188575,000334781IBM,
BDGE3148472,000334781IBM,
BDGE2423741,000334781IBM,
BDGE9662718,000334781IBM,
BDGE1344762,070712781IBM,
BDGE6414522,070712781IBM,
BDGE1867951,070712781IBM,
BDGE4773445,070712781IBM,
BDGE4551178,070712781IBM,
BDGE3659434,070712781IBM,
BDGE7938735,070712781IBM,
BDGE9732487,070856781IBM,
BDGE2444874,070856781IBM,
BDGE2727664,070856781IBM,
BDGE2962276,070856781IBM,
BDGE9251335,070856781IBM,
BDGE5677439,070856781IBM,
BDGE6361974,070856781IBM,
BDGE1626853,105881781IBM,
BDGE5578634,078157781IBM,
BDGE3446136,078157781IBM,
BDGE6611764,078157781IBM,
BDGE6512998,050983781IBM,
BDGE8654981,050983781IBM,
BDGE1718418,050983781IBM,
BDGE1395198,050983781IBM,
BDGE2411189,050983781IBM,
BDGE3448672,050983781IBM,
BDGE3743352,050983781IBM,
BDGE1575241,050983781IBM,
BDGE4949957,050983781IBM,
BDGE8738628,050983781IBM,
BDGE5276333,050983781IBM,
BDGE9483172,050983781IBM,
BDGE9928471,050983781IBM,
BDGE8831572,050983781IBM,
BDGE7393167,050983781IBM,
BDGE5461949,050983781IBM,
BDGE2997395,050983781IBM,
BDGE9876972,050983781IBM,
BDGE9692539,050983781IBM,
BDGE7481773,070217781IBM,
BDGE4743361,070217781IBM,
BDGE9989812,060825781IBM,
BDGE2582165,060825781IBM,
BDGE6556317,060825781IBM,
BDGE4879933,060825781IBM,
BDGE1227131,060825781IBM,
BDGE7856123,060825781IBM,
BDGE3446128,060825781IBM,
BDGE6965122,060825781IBM,
BDGE7614712,060825781IBM,
BDGE7938266,060825781IBM,
BDGE3955847,060825781IBM,
BDGE9288344,060825781IBM,
BDGE2738957,060825781IBM,
BDGE8433245,060825781IBM,
BDGE5234422,060825781IBM,
BDGE2627193,060825781IBM,
BDGE6967645,067216781IBM,
BDGE7873543,067216781IBM,
BDGE7826854,067216781IBM,
BDGE7859697,067216781IBM,
BDGE8511351,067216781IBM,
BDGE9391694,067216781IBM,
BDGE7923448,070567781IBM,
BDGE3732688,070567781IBM,
BDGE2318667,070567781IBM,
BDGE7951693,070567781IBM,
BDGE9889724,070567781IBM,
BDGE1836137,070567781IBM,
BDGE4846448,070567781IBM,
BDGE6675677,070857781IBM,
BDGE1437363,070857781IBM,
BDGE6858741,070857781IBM,
BDGE6247772,070857781IBM,
BDGE1388161,070857781IBM,
BDGE4377861,070857781IBM,
BDGE9623465,070857781IBM,
BDGE4926361,070857781IBM,
BDGE8223961,070857781IBM,
BDGE1911674,070857781IBM,
BDGE3333819,070857781IBM,
BDGE7583536,070216781IBM,
BDGE9126582,070216781IBM,
BDGE3512862,070216781IBM,
BDGE2721658,071174781IBM,
BDGE9573437,071174781IBM,
BDGE1484174,071174781IBM,
BDGE9526675,071174781IBM,
BDGE4199316,071174781IBM,
BDGE4712121,071892781IBM,
BDGE2866868,071892781IBM,
BDGE4683514,071892781IBM,
BDGE2459576,071892781IBM,
BDGE9461628,071892781IBM,
BDGE4812657,071892781IBM,
BDGE8574684,071892781IBM,
BDGE8162522,071892781IBM,
BDGE2825832,071892781IBM,
BDGE4899873,071892781IBM,
BDGE8721112,071892781IBM,
BDGE8692636,071892781IBM,
BDGE6614487,071892781IBM,
BDGE9374383,071892781IBM,
BDGE6239774,071892781IBM,
BDGE1259676,071892781IBM,
BDGE8323129,071892781IBM,
BDGE8849191,071892781IBM,
BDGE5917262,071892781IBM,
BDGE7535949,071892781IBM,
BDGE6165465,071892781IBM,
BDGE3237248,062941781IBM,
BDGE5796226,066200781IBM,
BDGE9255215,066200781IBM,
BDGE5989937,066200781IBM,
BDGE3222634,066200781IBM,
BDGE7433512,066200781IBM,
BDGE8786914,066200781IBM,
BDGE3498793,066200781IBM,
BDGE7674493,066200781IBM,
BDGE5187835,066200781IBM,
BDGE9866145,066200781IBM,
BDGE5172461,066200781IBM,
BDGE4765727,066200781IBM,
BDGE7964764,066200781IBM,
BDGE8655948,066200781IBM,
BDGE4163838,066200781IBM,
BDGE6331245,066200781IBM,
BDGE8545438,066200781IBM,
BDGE1868469,066200781IBM,
BDGE4777187,066200781IBM,
BDGE7741961,066752781IBM,
BDGE6229767,066752781IBM,
BDGE6593295,066752781IBM,
BDGE1727389,066752781IBM,
BDGE4963777,066752781IBM,
BDGE3875255,066752781IBM,
BDGE3782983,066752781IBM,
BDGE1849188,066752781IBM,
BDGE6424151,066752781IBM,
BDGE2527377,066752781IBM,
BDGE3954956,066752781IBM,
BDGE4676275,070634781IBM,
BDGE4787117,070634781IBM,
BDGE8184436,070634781IBM,
BDGE8315799,070634781IBM,
BDGE9396841,070634781IBM,
BDGE5133724,070634781IBM,
BDGE3189565,070634781IBM,
BDGE9257356,070634781IBM,
BDGE4254125,070634781IBM,
BDGE9474662,070634781IBM,
BDGE4794817,070634781IBM,
BDGE5224916,070634781IBM,
BDGE6297272,070634781IBM,
BDGE7912985,070634781IBM,
BDGE1853123,070634781IBM,
BDGE6362437,070634781IBM,
BDGE2919473,070634781IBM,
BDGE6259999,070634781IBM,
BDGE3681199,070634781IBM,
BDGE2946922,070634781IBM,
BDGE5523532,070634781IBM,
BDGE6426761,070634781IBM,
BDGE7334943,070634781IBM,
BDGE8838473,069994781IBM,
BDGE7713211,069994781IBM,
BDGE7678267,069994781IBM,
BDGE7699784,069994781IBM,
BDGE8581174,069994781IBM,
BDGE1721637,069994781IBM,
BDGE2264837,069994781IBM,
BDGE4526388,069994781IBM,
BDGE1739274,079639781IBM,
BDGE9133189,075409781IBM,
BDGE2657522,075409781IBM,
BDGE7993138,075409781IBM,
BDGE5439369,075409781IBM,
BDGE3794911,075409781IBM,
BDGE5115789,075409781IBM,
BDGE1497939,075409781IBM,
BDGE3574496,075409781IBM,
BDGE8738742,075409781IBM,
BDGE8828647,075409781IBM,
BDGE4827989,075409781IBM,
BDGE3191535,075409781IBM,
BDGE8563565,075409781IBM,
BDGE4127435,075409781IBM,
BDGE8639865,075409781IBM,
BDGE7532815,075409781IBM,
BDGE8357962,075409781IBM,
BDGE4391329,075409781IBM,
BDGE1765882,075409781IBM,
BDGE6115595,075409781IBM,
BDGE2746168,075409781IBM,
BDGE3394471,075409781IBM,
BDGE5736549,075409781IBM,
BDGE1723757,075409781IBM,
BDGE9662422,075409781IBM,
BDGE9127719,002067781IBM,
BDGE9691992,002067781IBM,
BDGE8389664,076789781IBM,
BDGE8435495,076789781IBM,
BDGE1932921,077401781IBM,
BDGE4198745,077401781IBM,
BDGE2683278,077401781IBM,
BDGE7772874,077401781IBM,
BDGE2497389,077401781IBM,
BDGE6694813,077401781IBM,
BDGE5218758,077401781IBM,
BDGE9279415,077401781IBM,
BDGE8874358,077401781IBM,
BDGE8618156,077401781IBM,
BDGE3665385,000545781IBM,
BDGE1954438,000545781IBM,
BDGE7322445,000545781IBM,
BDGE4376873,000545781IBM,
BDGE6763741,000545781IBM,
BDGE6262652,003465781IBM,
BDGE8159372,003465781IBM,
BDGE6584752,003465781IBM,
BDGE8951652,003465781IBM,
BDGE4493321,003465781IBM,
BDGE3887339,003465781IBM,
BDGE7828928,003465781IBM,
BDGE6755599,003465781IBM,
BDGE2219195,003465781IBM,
BDGE5866824,003465781IBM,
BDGE8982334,003465781IBM,
BDGE3957856,063737781IBM,
BDGE6269916,063737781IBM,
BDGE4216155,063737781IBM,
BDGE2624645,063737781IBM,
BDGE4717535,063737781IBM,
BDGE1936387,063737781IBM,
BDGE7425151,076663781IBM,
BDGE3667292,076663781IBM,
BDGE4576921,076663781IBM,
BDGE5928766,076663781IBM,
BDGE4974932,076663781IBM,
BDGE2842633,076663781IBM,
BDGE1421633,076663781IBM,
BDGE2173716,076663781IBM,
BDGE9737567,002867781IBM,
BDGE4915214,002867781IBM,
BDGE4628376,002867781IBM,
BDGE1943361,108482781IBM,
BDGE4115446,108482781IBM,
BDGE7918488,108482781IBM,
BDGE3728599,070677781IBM,
BDGE3494549,070677781IBM,
BDGE3244771,070677781IBM,
BDGE4571353,070677781IBM,
BDGE9647162,077633781IBM,
BDGE5614934,077633781IBM,
BDGE6625267,077633781IBM,
BDGE1892929,077633781IBM,
BDGE8486242,077633781IBM,
BDGE8676653,077633781IBM,
BDGE7184375,077633781IBM,
BDGE9663979,077633781IBM,
BDGE4952724,077633781IBM,
BDGE2275791,077633781IBM,
BDGE2831437,077633781IBM,
BDGE4846269,077633781IBM,
BDGE8241544,077633781IBM,
BDGE4171483,077633781IBM,
BDGE4439673,103267781IBM,
BDGE5115195,103267781IBM,
BDGE2415587,103267781IBM,
BDGE8657215,076461781IBM,
BDGE9134168,076461781IBM,
BDGE6134229,076461781IBM,
BDGE4913652,076461781IBM,
BDGE8774912,076461781IBM,
BDGE5985174,076461781IBM,
BDGE7171946,076461781IBM,
BDGE5273142,076461781IBM,
BDGE2888355,076461781IBM,
BDGE5881886,076461781IBM,
BDGE3485253,076461781IBM,
BDGE8143126,076461781IBM,
BDGE2884647,076461781IBM,
BDGE6464726,000332781IBM,
BDGE9761782,000332781IBM,
BDGE9471242,000332781IBM,
BDGE6961411,000332781IBM,
BDGE4348324,000332781IBM,
BDGE4161526,000332781IBM,
BDGE6732283,000332781IBM,
BDGE8286838,000332781IBM,
BDGE6382672,000332781IBM,
BDGE3176687,000332781IBM,
BDGE2265843,000332781IBM,
BDGE6345454,000332781IBM,
BDGE3359244,000332781IBM,
BDGE1697113,000332781IBM,
BDGE4482161,000332781IBM,
BDGE8889364,000332781IBM,
BDGE6241161,000332781IBM,
BDGE8982762,000332781IBM,
BDGE5967999,000332781IBM,
BDGE5836496,000332781IBM,
BDGE3449942,07746D781IBM,
BDGE4976431,07746D781IBM,
BDGE8224435,07746D781IBM,
BDGE1497682,07746D781IBM,
BDGE1363122,07746D781IBM,
BDGE8191624,07746D781IBM,
BDGE9519288,07746D781IBM,
BDGE7785971,07746D781IBM,
BDGE1429957,07746D781IBM,
BDGE6234857,07746D781IBM,
BDGE1134434,07746D781IBM,
BDGE8931242,07746D781IBM,
BDGE5232426,07746D781IBM,
BDGE5197661,07746D781IBM,
BDGE4281117,07746D781IBM,
BDGE1198176,07746D781IBM,
BDGE7534417,07677B781IBM,
BDGE8544376,07677B781IBM,
BDGE3996215,07677B781IBM,
BDGE2987717,07677B781IBM,
BDGE3936718,07677B781IBM,
BDGE4675383,07677B781IBM,
BDGE5678228,07677B781IBM,
BDGE6426724,07677B781IBM,
BDGE7684558,07677B781IBM,
BDGE4372287,07677B781IBM,
BDGE9786828,07677B781IBM,
BDGE5654945,003434781IBM,
BDGE6377848,060725781IBM,
BDGE9872986,060725781IBM,
BDGE7175344,060725781IBM,
BDGE6768146,060725781IBM,
BDGE3474895,060725781IBM,
BDGE7775583,060725781IBM,
BDGE3495255,060725781IBM,
BDGE8778923,060725781IBM,
BDGE7996546,060725781IBM,
BDGE4849231,061794781IBM,
BDGE4181982,061794781IBM,
BDGE4413343,061794781IBM,
BDGE1425253,061794781IBM,
BDGE9314842,061794781IBM,
BDGE7731623,061794781IBM,
BDGE3878461,061794781IBM,
BDGE1223524,061794781IBM,
BDGE6989323,061794781IBM,
BDGE5913817,061794781IBM,
BDGE2663836,075382781IBM,
BDGE7111377,075382781IBM,
BDGE4984432,075382781IBM,
BDGE3895565,075382781IBM,
BDGE7288465,075382781IBM,
BDGE3575638,070892781IBM,
BDGE1919255,070892781IBM,
BDGE3957455,070892781IBM,
BDGE6291891,070892781IBM,
BDGE6722387,070892781IBM,
BDGE1425384,070892781IBM,
BDGE9738986,070892781IBM,
BDGE2781119,070892781IBM,
BDGE2655219,070892781IBM,
BDGE9852574,070892781IBM,
BDGE6441842,070892781IBM,
BDGE3612118,070892781IBM,
BDGE9565478,070892781IBM,
BDGE6318957,000587781IBM,
BDGE9616491,000587781IBM,
BDGE9241839,000587781IBM,
BDGE3588134,000587781IBM,
BDGE2773255,000587781IBM,
BDGE8373327,000587781IBM,
BDGE2174942,07760A781IBM,
BDGE7156892,07760A781IBM,
BDGE4234972,07760A781IBM,
BDGE5863118,07760A781IBM,
BDGE5316146,07760A781IBM,
BDGE6269626,07760A781IBM,
BDGE6671547,07760A781IBM,
BDGE5113269,07760A781IBM,
BDGE7337967,07760A781IBM,
BDGE4593826,07760A781IBM,
BDGE3552282,07760A781IBM,
BDGE5398753,003102781IBM,
BDGE5131657,003102781IBM,
BDGE1225318,003102781IBM,
BDGE4315991,001676781IBM,
BDGE6875276,001676781IBM,
BDGE3261614,001676781IBM,
BDGE1388226,001676781IBM,
BDGE5928433,001676781IBM,
BDGE8429791,001676781IBM,
BDGE8177718,001676781IBM,
BDGE2162923,001676781IBM,
BDGE6482176,001676781IBM,
BDGE7816295,001676781IBM,
BDGE7191582,001676781IBM,
BDGE6594166,001676781IBM,
BDGE6469623,104058781IBM,
BDGE5466434,104058781IBM,
BDGE9365983,07841A781IBM,
BDGE1551535,07841A781IBM,
BDGE3299638,07841A781IBM,
BDGE9152729,07841A781IBM,
BDGE1744626,07841A781IBM,
BDGE8428588,07841A781IBM,
BDGE7994417,07841A781IBM,
BDGE4127797,07841A781IBM,
BDGE8732233,07841A781IBM,
BDGE2747477,07841A781IBM,
BDGE2542525,07841A781IBM,
BDGE3222564,07841A781IBM,
BDGE3854825,07841A781IBM,
BDGE2658757,07841A781IBM,
BDGE7367675,07841A781IBM,
BDGE3266273,07841A781IBM,
BDGE2834954,07841A781IBM,
BDGE4165987,07841A781IBM,
BDGE2261839,07841A781IBM,
BDGE5726983,07841A781IBM,
BDGE6176888,07841A781IBM,
BDGE1492473,07841A781IBM,
BDGE3692862,104457781IBM,
BDGE7877997,104457781IBM,
BDGE6751365,104457781IBM,
BDGE5953137,104457781IBM,
BDGE8774876,000637781IBM,
BDGE2326866,000637781IBM,
BDGE7568783,000637781IBM,
BDGE2239539,000637781IBM,
BDGE4931314,000637781IBM,
BDGE7974961,000637781IBM,
BDGE3432599,000637781IBM,
BDGE6259794,000637781IBM,
BDGE2821448,000637781IBM,
BDGE1276923,000637781IBM,
BDGE6667519,000637781IBM,
BDGE8635441,101453781IBM,
BDGE3354755,001703781IBM,
BDGE8598588,001703781IBM,
BDGE8832811,104034781IBM,
BDGE5972341,108642781IBM,
BDGE3147496,108642781IBM,
BDGE4776198,108642781IBM,
BDGE7881722,070917781IBM,
BDGE6847774,070917781IBM,
BDGE9682968,070917781IBM,
BDGE1363472,070917781IBM,
BDGE7627446,070917781IBM,
BDGE6228594,070917781IBM,
BDGE6718517,070917781IBM,
BDGE4729844,070917781IBM,
BDGE3385612,07999D781IBM,
BDGE4698855,07999D781IBM,
BDGE7272148,07999D781IBM,
BDGE7662724,07999D781IBM,
BDGE8499253,071010781IBM,
BDGE9863717,071010781IBM,
BDGE3732579,071010781IBM,
BDGE2622375,071010781IBM,
BDGE5237723,071010781IBM,
BDGE9281458,071010781IBM,
BDGE9625418,071010781IBM,
BDGE6149373,071010781IBM,
BDGE4691984,001596781IBM,
BDGE4439953,001596781IBM,
BDGE5897736,001596781IBM,
BDGE7359648,001596781IBM,
BDGE4526494,001596781IBM,
BDGE5973834,001596781IBM,
BDGE8886634,001596781IBM,
BDGE1168894,080000781IBM,
BDGE5857434,080000781IBM,
BDGE8914364,080000781IBM,
BDGE5783916,080000781IBM,
BDGE2511573,066465781IBM,
BDGE4421248,066465781IBM,
BDGE3892444,066465781IBM,
BDGE4971667,066465781IBM,
BDGE4532427,066465781IBM,
BDGE4429229,001638781IBM,
BDGE6844723,001638781IBM,
BDGE7127875,003458781IBM,
BDGE9321616,003458781IBM,
BDGE5597353,104056781IBM,
BDGE4924684,104056781IBM,
BDGE6446545,104024781IBM,
BDGE1753849,104024781IBM,
BDGE2616296,104023781IBM,
BDGE1599198,104023781IBM,
BDGE1155266,104023781IBM,
BDGE4129134,104023781IBM,
BDGE3152125,000155781IBM,
BDGE1524683,000155781IBM,
BDGE6428451,000155781IBM,
BDGE7946533,000155781IBM,
BDGE8515198,000155781IBM,
BDGE4742681,000155781IBM,
BDGE5975667,000155781IBM,
BDGE7742964,000155781IBM,
BDGE2785159,000155781IBM,
BDGE9987915,000155781IBM,
BDGE2199463,000155781IBM,
BDGE1522693,000155781IBM,
BDGE1285295,105375781IBM,
BDGE7592373,105375781IBM,
BDGE5392471,070088781IBM,
BDGE1456917,070088781IBM,
BDGE1844568,070088781IBM,
BDGE6463322,070088781IBM,
BDGE7379674,070088781IBM,
BDGE2941573,070088781IBM,
BDGE2354567,070088781IBM,
BDGE2459323,070088781IBM,
BDGE6977519,070088781IBM,
BDGE9512668,070088781IBM,
BDGE2657132,070088781IBM,
BDGE3948311,000194781IBM,
BDGE7479921,000194781IBM,
BDGE9625257,000194781IBM,
BDGE2326885,000194781IBM,
BDGE6535592,000194781IBM,
BDGE8469184,000194781IBM,
BDGE7457212,000194781IBM,
BDGE3676325,000194781IBM,
BDGE5199599,000194781IBM,
BDGE8866925,000175781IBM,
BDGE9157896,000175781IBM,
BDGE8974457,000175781IBM,
BDGE5589942,000175781IBM,
BDGE7769292,000175781IBM,
BDGE7357277,000175781IBM,
BDGE4142296,000137781IBM,
BDGE6478463,000137781IBM,
BDGE6748155,000137781IBM,
BDGE8995523,000137781IBM,
BDGE7835219,000137781IBM,
BDGE6143767,000137781IBM,
BDGE9724968,000137781IBM,
BDGE4883292,000137781IBM,
BDGE3889298,000137781IBM,
BDGE1457129,000137781IBM,
BDGE7133686,000137781IBM,
BDGE9591934,000137781IBM,
BDGE9862188,000137781IBM,
BDGE5693258,108422781IBM,
BDGE6524937,009485781IBM,
BDGE2866495,009485781IBM,
BDGE5399933,009485781IBM,
BDGE1676397,009485781IBM,
BDGE3134113,009485781IBM,
BDGE4429563,009485781IBM,
BDGE4381655,009485781IBM,
BDGE8831297,003147781IBM,
BDGE3719681,003147781IBM,
BDGE7347238,003147781IBM,
BDGE1828163,003147781IBM,
BDGE1154633,103798781IBM,
BDGE8648377,002346781IBM,
BDGE1638643,002346781IBM,
BDGE8325237,002346781IBM,
BDGE4368745,002346781IBM,
BDGE7113689,002346781IBM,
BDGE5154396,002346781IBM,
BDGE8447799,002346781IBM,
BDGE9396767,002346781IBM,
BDGE6585184,002346781IBM,
BDGE8289959,002346781IBM,
BDGE6161518,002346781IBM,
BDGE6416347,002346781IBM,
BDGE7924378,002346781IBM,
BDGE9325596,002346781IBM,
BDGE2148868,002346781IBM,
BDGE1287698,000154781IBM,
BDGE6715359,000154781IBM,
BDGE9285148,000154781IBM,
BDGE4514164,000154781IBM,
BDGE8544776,000154781IBM,
BDGE8154739,000154781IBM,
BDGE6748136,000154781IBM,
BDGE4287262,000154781IBM,
BDGE8514838,000154781IBM,
BDGE5211562,000154781IBM,
BDGE5688195,000154781IBM,
BDGE9596875,000154781IBM,
BDGE5278143,000154781IBM,
BDGE1675363,000154781IBM,
BDGE6684847,000154781IBM,
BDGE8857571,000886781IBM,
BDGE4816219,000886781IBM,
BDGE4122626,000886781IBM,
BDGE9595186,000886781IBM,
BDGE6111875,000886781IBM,
BDGE2935774,000886781IBM,
BDGE6933947,000886781IBM,
BDGE3467246,000886781IBM,
BDGE4411866,000886781IBM,
BDGE1231675,000886781IBM,
BDGE7286437,000886781IBM,
BDGE4773976,000886781IBM,
BDGE1255975,002865781IBM,
BDGE9935543,002865781IBM,
BDGE2773558,002865781IBM,
BDGE1115763,002865781IBM,
BDGE7684263,000219781IBM,
BDGE9668567,000219781IBM,
BDGE5824332,000219781IBM,
BDGE1568295,000219781IBM,
BDGE5845157,000219781IBM,
BDGE1256661,000219781IBM,
BDGE3198961,000219781IBM,
BDGE3254494,000219781IBM,
BDGE7345461,000219781IBM,
BDGE2763447,000219781IBM,
BDGE9468555,000219781IBM,
BDGE6527232,000559781IBM,
BDGE1585556,000559781IBM,
BDGE9183578,000559781IBM,
BDGE6661827,000559781IBM,
BDGE9196314,000559781IBM,
BDGE9958544,000559781IBM,
BDGE9695336,000559781IBM,
BDGE7423665,000559781IBM,
BDGE9987933,000559781IBM,
BDGE1137336,000559781IBM,
BDGE6681799,000559781IBM,
BDGE4188878,000559781IBM,
BDGE9456523,000559781IBM,
BDGE7441156,000559781IBM,
BDGE9781523,000185781IBM,
BDGE7471741,000185781IBM,
BDGE5944296,000185781IBM,
BDGE5237432,000185781IBM,
BDGE9896612,000185781IBM,
BDGE7599618,000185781IBM,
BDGE5436813,000185781IBM,
BDGE9196669,000185781IBM,
BDGE5645237,000185781IBM,
BDGE4849327,079800781IBM,
BDGE9647789,079800781IBM,
BDGE6548746,079800781IBM,
BDGE2871619,079800781IBM,
BDGE6185393,079800781IBM,
BDGE4863757,079800781IBM,
BDGE4791321,079800781IBM,
BDGE6676619,079800781IBM,
BDGE3969427,079800781IBM,
BDGE7658873,070918781IBM,
BDGE6823229,070918781IBM,
BDGE1865632,070918781IBM,
BDGE5752444,070918781IBM,
BDGE7676276,070918781IBM,
BDGE9319826,070918781IBM,
BDGE8225974,070918781IBM,
BDGE9865542,070918781IBM,
BDGE9735629,070918781IBM,
BDGE5139846,070918781IBM,
BDGE3882212,070918781IBM,
BDGE6834697,070918781IBM,
BDGE8356876,070918781IBM,
BDGE5238624,070918781IBM,
BDGE3791772,000280781IBM,
BDGE3671183,000280781IBM,
BDGE3228651,000280781IBM,
BDGE2347726,000280781IBM,
BDGE3421528,000280781IBM,
BDGE7614174,000280781IBM,
BDGE9791436,000280781IBM,
BDGE3391537,000280781IBM,
BDGE5389413,000280781IBM,
BDGE1759778,078800781IBM,
BDGE9688253,078800781IBM,
BDGE8641625,078800781IBM,
BDGE8727664,078800781IBM,
BDGE6354815,078800781IBM,
BDGE3226571,080507781IBM,
BDGE9589376,080507781IBM,
BDGE6257459,080507781IBM,
BDGE8499859,080507781IBM,
BDGE8496851,069659781IBM,
BDGE3849233,069659781IBM,
BDGE4593183,069659781IBM,
BDGE7688994,069659781IBM,
BDGE7332885,069659781IBM,
BDGE2948821,069659781IBM,
BDGE9185779,069659781IBM,
BDGE1731258,069659781IBM,
BDGE6718543,069659781IBM,
BDGE9794865,069659781IBM,
BDGE1415226,069659781IBM,
BDGE5344795,069659781IBM,
BDGE9968992,069659781IBM,
BDGE7156594,069659781IBM,
BDGE3932244,104242781IBM,
BDGE4316355,104242781IBM,
BDGE2933474,104242781IBM,
BDGE5368485,104242781IBM,
BDGE3418931,079895781IBM,
BDGE3941746,079895781IBM,
BDGE4439216,079895781IBM,
BDGE4851226,079895781IBM,
BDGE9588436,079895781IBM,
BDGE7828887,079895781IBM,
BDGE2565623,079895781IBM,
BDGE3491436,079895781IBM,
BDGE3577984,079895781IBM,
BDGE1222426,000959781IBM,
BDGE7583171,000959781IBM,
BDGE6923213,000959781IBM,
BDGE5521649,000959781IBM,
BDGE1736376,000959781IBM,
BDGE2863776,000959781IBM,
BDGE7175671,000959781IBM,
BDGE5958572,000959781IBM,
BDGE6755463,000959781IBM,
BDGE7843445,000959781IBM,
BDGE2616752,000959781IBM,
BDGE8442893,000959781IBM,
BDGE7799998,071091781IBM,
BDGE5535636,071091781IBM,
BDGE2176577,071091781IBM,
BDGE6676694,071091781IBM,
BDGE2822499,071091781IBM,
BDGE8144482,070720781IBM,
BDGE1964949,070720781IBM,
BDGE8655483,070720781IBM,
BDGE6919151,070720781IBM,
BDGE2457324,070720781IBM,
BDGE1253967,070720781IBM,
BDGE6657999,070720781IBM,
BDGE9616397,07881C781IBM,
BDGE4573458,07881C781IBM,
BDGE3879445,07881C781IBM,
BDGE5453843,07881C781IBM,
BDGE7321646,07881C781IBM,
BDGE8526234,07881C781IBM,
BDGE6663748,07881C781IBM,
BDGE3874841,07881C781IBM,
BDGE6123325,07881C781IBM,
BDGE3555355,000326781IBM,
BDGE5946895,000326781IBM,
BDGE5457951,000326781IBM,
BDGE2341591,000326781IBM,
BDGE8766892,000326781IBM,
BDGE8433872,000326781IBM,
BDGE6742754,000326781IBM,
BDGE9998812,000326781IBM,
BDGE2263456,000326781IBM,
BDGE4949176,000326781IBM,
BDGE1877118,040310781IBM,
BDGE6927848,040310781IBM,
BDGE6959726,040310781IBM,
BDGE9194946,040310781IBM,
BDGE8325286,040310781IBM,
BDGE9446486,040310781IBM,
BDGE2692791,040310781IBM,
BDGE5642611,001753781IBM,
BDGE5473944,001753781IBM,
BDGE4635269,001753781IBM,
BDGE9441943,106360781IBM,
BDGE9582569,106360781IBM,
BDGE6136444,079838781IBM,
BDGE4196735,079838781IBM,
BDGE7321195,079838781IBM,
BDGE2415363,079838781IBM,
BDGE9345298,079838781IBM,
BDGE6867677,079838781IBM,
BDGE5696143,079838781IBM,
